Tablatura do Caos YeYe,,
,,
METAL,STRIKE,01:11:400
WOOD,STRIKE,01:11:400
PERCUSSION,STRIKE,01:11:700
PERCUSSION,STRIKE,01:11:800
WOOD,STRIKE,01:12:000
WOOD,STRIKE,01:12:200
METAL,STRIKE,01:12:400
WOOD,STRIKE,01:12:400
PERCUSSION,STRIKE,01:12:700
PERCUSSION,STRIKE,01:12:800
WOOD,STRIKE,01:13:000
WOOD,STRIKE,01:13:200
PERCUSSION,AVOID,01:13:200
METAL,STRIKE,01:13:400
WOOD,STRIKE,01:13:400
PERCUSSION,STRIKE,01:13:700
WOOD,AVOID,01:13:800
PERCUSSION,STRIKE,01:13:800
WOOD,STRIKE,01:14:000
WOOD,STRIKE,01:14:200
PERCUSSION,AVOID,01:14:200
METAL,STRIKE,01:14:400
WOOD,STRIKE,01:14:400
PERCUSSION,STRIKE,01:14:700
PERCUSSION,STRIKE,01:14:800
WOOD,STRIKE,01:15:000
WOOD,STRIKE,01:15:200
METAL,STRIKE,01:15:400
WOOD,STRIKE,01:15:400
PERCUSSION,STRIKE,01:15:700
PERCUSSION,STRIKE,01:15:800
WOOD,STRIKE,01:16:000
WOOD,STRIKE,01:16:200
WOOD,STRIKE,01:16:400
METAL,STRIKE,01:16:600
PERCUSSION,STRIKE,01:16:700
PERCUSSION,STRIKE,01:16:800
CHORD,STRIKE,01:18:000
METAL,STRIKE,01:18:500
PERCUSSION,STRIKE,01:19:000
CHORD,STRIKE,01:19:500
METAL,STRIKE,01:20:000
PERCUSSION,STRIKE,01:20:400
METAL,STRIKE,01:20:900
CHORD,STRIKE,01:21:700
METAL,STRIKE,01:22:000
PERCUSSION,STRIKE,01:22:500
CHORD,STRIKE,01:23:000
METAL,STRIKE,01:23:500
PERCUSSION,STRIKE,01:24:000
PERCUSSION,STRIKE,01:24:200
METAL,STRIKE,01:24:200
PERCUSSION,STRIKE,01:24:500
CHORD,STRIKE,01:24:500
METAL,STRIKE,01:24:500
PERCUSSION,STRIKE,01:25:200
PERCUSSION,STRIKE,01:25:500
METAL,AVOID,01:26:000
PERCUSSION,STRIKE,01:26:200
METAL,STRIKE,01:26:200
PERCUSSION,STRIKE,01:26:500
CHORD,STRIKE,01:26:500
METAL,STRIKE,01:26:500
CHORD,STRIKE,01:27:300
METAL,STRIKE,01:27:300
CHORD,STRIKE,01:28:000
WOOD,STRIKE,01:28:000
PERCUSSION,STRIKE,01:28:200
METAL,STRIKE,01:28:300
CHORD,STRIKE,01:29:000
WOOD,STRIKE,01:29:000
PERCUSSION,STRIKE,01:29:200
METAL,STRIKE,01:29:300
CHORD,STRIKE,01:30:000
WOOD,STRIKE,01:30:000
PERCUSSION,STRIKE,01:30:200
METAL,STRIKE,01:30:300
CHORD,STRIKE,01:31:000
WOOD,STRIKE,01:31:000
PERCUSSION,STRIKE,01:31:200
METAL,STRIKE,01:31:300
CHORD,STRIKE,01:32:000
METAL,STRIKE,01:32:000
PERCUSSION,STRIKE,01:32:800
WOOD,STRIKE,01:33:300
METAL,STRIKE,01:33:300
PERCUSSION,STRIKE,01:34:100
CHORD,STRIKE,01:34:300
METAL,STRIKE,01:34:300
PERCUSSION,STRIKE,01:34:500
METAL,STRIKE,01:34:500
WOOD,STRIKE,01:34:500
PERCUSSION,STRIKE,01:34:700
METAL,STRIKE,01:34:700
CHORD,STRIKE,01:34:700
PERCUSSION,STRIKE,01:34:900
METAL,STRIKE,01:34:900
WOOD,STRIKE,01:34:900
CHORD,STRIKE,01:35:500
METAL,STRIKE,01:35:500
PERCUSSION,STRIKE,01:35:500
WOOD,STRIKE,01:35:500
CHORD,STRIKE,01:37:000
WOOD,STRIKE,01:37:000
PERCUSSION,STRIKE,01:37:200
METAL,STRIKE,01:37:300
CHORD,STRIKE,01:38:000
WOOD,STRIKE,01:38:000
PERCUSSION,STRIKE,01:38:200
METAL,STRIKE,01:38:300
CHORD,STRIKE,01:39:000
WOOD,STRIKE,01:39:000
PERCUSSION,STRIKE,01:39:200
METAL,STRIKE,01:39:300
CHORD,STRIKE,01:40:000
WOOD,STRIKE,01:40:000
PERCUSSION,STRIKE,01:40:200
METAL,STRIKE,01:40:300
CHORD,STRIKE,01:41:000
METAL,STRIKE,01:41:000
CHORD,STRIKE,01:44:300
METAL,STRIKE,01:44:300
CHORD,STRIKE,01:45:000
WOOD,STRIKE,01:45:000
PERCUSSION,STRIKE,01:45:200
METAL,STRIKE,01:45:300
CHORD,STRIKE,01:46:000
WOOD,STRIKE,01:46:000
PERCUSSION,STRIKE,01:46:200
METAL,STRIKE,01:46:300
CHORD,STRIKE,01:47:000
METAL,AVOID,01:47:000
WOOD,STRIKE,01:47:000
PERCUSSION,STRIKE,01:47:200
METAL,STRIKE,01:47:300
CHORD,STRIKE,01:48:000
WOOD,STRIKE,01:48:000
PERCUSSION,STRIKE,01:48:200
METAL,STRIKE,01:48:300
CHORD,STRIKE,01:49:000
METAL,STRIKE,01:49:000
PERCUSSION,STRIKE,01:49:800
WOOD,STRIKE,01:50:300
METAL,STRIKE,01:50:300
PERCUSSION,STRIKE,01:51:100
CHORD,STRIKE,01:51:300
METAL,STRIKE,01:51:300
PERCUSSION,STRIKE,01:51:500
METAL,STRIKE,01:51:500
WOOD,STRIKE,01:51:500
PERCUSSION,STRIKE,01:51:700
METAL,STRIKE,01:51:700
CHORD,STRIKE,01:51:700
PERCUSSION,STRIKE,01:51:900
METAL,STRIKE,01:51:900
WOOD,STRIKE,01:51:900
CHORD,STRIKE,01:52:500
METAL,STRIKE,01:52:500
PERCUSSION,STRIKE,01:52:500
WOOD,STRIKE,01:52:500
CHORD,STRIKE,01:53:000
WOOD,STRIKE,01:53:000
PERCUSSION,STRIKE,01:53:200
METAL,STRIKE,01:53:300
CHORD,STRIKE,01:54:000
WOOD,STRIKE,01:54:000
PERCUSSION,STRIKE,01:54:200
METAL,STRIKE,01:54:300
CHORD,STRIKE,01:55:000
WOOD,STRIKE,01:55:000
PERCUSSION,STRIKE,01:55:200
METAL,STRIKE,01:55:300
CHORD,STRIKE,01:56:000
WOOD,STRIKE,01:56:000
PERCUSSION,STRIKE,01:56:200
METAL,STRIKE,01:56:300
CHORD,STRIKE,01:57:000
METAL,STRIKE,01:57:000
METAL,STRIKE,01:58:000
CHORD,STRIKE,01:58:500
CHORD,STRIKE,01:58:500
CHORD,STRIKE,01:59:000
METAL,STRIKE,01:59:000
WOOD,STRIKE,01:59:500
PERCUSSION,STRIKE,01:59:500
CHORD,STRIKE,02:00:000
METAL,STRIKE,02:00:000
CHORD,STRIKE,02:00:500
METAL,STRIKE,02:00:500
CHORD,STRIKE,02:01:000
METAL,STRIKE,02:01:000
CHORD,STRIKE,02:01:500
METAL,STRIKE,02:01:500
WOOD,STRIKE,02:01:500
PERCUSSION,STRIKE,02:01:500
CHORD,STRIKE,02:02:000
METAL,STRIKE,02:02:000
WOOD,STRIKE,02:02:000
PERCUSSION,STRIKE,02:02:000
CHORD,STRIKE,02:02:500
METAL,STRIKE,02:02:500
WOOD,STRIKE,02:02:500
PERCUSSION,STRIKE,02:02:500
PERCUSSION,STRIKE,02:02:700
PERCUSSION,STRIKE,02:02:900
PERCUSSION,STRIKE,02:03:100
PERCUSSION,STRIKE,02:03:300
PERCUSSION,STRIKE,02:03:500
PERCUSSION,STRIKE,02:03:700
PERCUSSION,STRIKE,02:03:900
PERCUSSION,STRIKE,02:04:100
PERCUSSION,STRIKE,02:04:300
PERCUSSION,STRIKE,02:04:500
PERCUSSION,STRIKE,02:04:700
PERCUSSION,STRIKE,02:04:900
