Tablatura do Amor UoUo,,
,,
PERCUSSION,STRIKE,01:51:900
METAL,STRIKE,01:51:900
WOOD,STRIKE,01:51:900
CHORD,STRIKE,01:52:500
METAL,STRIKE,01:52:500
PERCUSSION,STRIKE,01:52:500
WOOD,STRIKE,01:52:500
CHORD,STRIKE,01:53:000
WOOD,STRIKE,01:53:000
PERCUSSION,STRIKE,01:53:200
METAL,STRIKE,01:53:300
CHORD,STRIKE,01:54:000
WOOD,STRIKE,01:55:000
PERCUSSION,STRIKE,01:55:200
METAL,STRIKE,01:55:300
CHORD,STRIKE,01:57:000
METAL,STRIKE,01:57:000
METAL,AVOID,01:58:000
CHORD,STRIKE,01:58:500
CHORD,STRIKE,01:58:500
CHORD,STRIKE,01:59:000
METAL,STRIKE,01:59:000
WOOD,STRIKE,01:59:500
PERCUSSION,STRIKE,01:59:500
CHORD,STRIKE,02:00:000
METAL,STRIKE,02:00:000
CHORD,STRIKE,02:00:500
METAL,STRIKE,02:00:500
CHORD,STRIKE,02:01:000
METAL,STRIKE,02:01:000
CHORD,STRIKE,02:01:500
METAL,STRIKE,02:01:500
WOOD,STRIKE,02:01:500
PERCUSSION,STRIKE,02:01:500
CHORD,STRIKE,02:02:000
METAL,STRIKE,02:02:000
WOOD,STRIKE,02:02:000
PERCUSSION,STRIKE,02:02:000
CHORD,STRIKE,02:02:500
METAL,STRIKE,02:02:500
WOOD,STRIKE,02:02:500
PERCUSSION,STRIKE,02:02:500
PERCUSSION,STRIKE,02:02:700
PERCUSSION,STRIKE,02:02:900
PERCUSSION,STRIKE,02:03:100
PERCUSSION,STRIKE,02:03:300
PERCUSSION,STRIKE,02:03:500
PERCUSSION,STRIKE,02:03:700
PERCUSSION,STRIKE,02:03:900
PERCUSSION,STRIKE,02:04:100
PERCUSSION,STRIKE,02:04:300
PERCUSSION,STRIKE,02:04:500
PERCUSSION,STRIKE,02:04:700
PERCUSSION,STRIKE,02:04:900
